time, act_r, act_thr, th_mo, th_bi
0.8167,0.308784,1.57138,0.666235,2.47653
0.8168,0.308797,1.57139,0.666276,2.47651
0.8169,0.30881,1.5714,0.666318,2.47649
0.817,0.308823,1.57141,0.666359,2.47646
0.8171,0.308836,1.57142,0.6664,2.47644
0.8172,0.308849,1.57143,0.666442,2.47641
0.8173,0.308861,1.57144,0.666483,2.47639
0.8174,0.308874,1.57144,0.666524,2.47636
0.8175,0.308887,1.57145,0.666566,2.47634
0.8176,0.3089,1.57146,0.666607,2.47632
0.8177,0.308913,1.57147,0.666648,2.47629
0.8178,0.308926,1.57148,0.66669,2.47627
0.8179,0.308939,1.57149,0.666731,2.47624
0.818,0.308952,1.5715,0.666772,2.47622
0.8181,0.308965,1.5715,0.666813,2.47619
0.8182,0.308978,1.57151,0.666855,2.47617
0.8183,0.30899,1.57152,0.666896,2.47615
0.8184,0.309003,1.57153,0.666937,2.47612
0.8185,0.309016,1.57154,0.666978,2.4761
0.8186,0.309029,1.57155,0.66702,2.47607
0.8187,0.309042,1.57155,0.667061,2.47605
0.8188,0.309055,1.57156,0.667102,2.47602
0.8189,0.309067,1.57157,0.667143,2.476
0.819,0.30908,1.57158,0.667184,2.47598
0.8191,0.309093,1.57159,0.667225,2.47595
0.8192,0.309106,1.5716,0.667266,2.47593
0.8193,0.309119,1.57161,0.667307,2.4759
0.8194,0.309131,1.57161,0.667348,2.47588
0.8195,0.309144,1.57162,0.66739,2.47586
0.8196,0.309157,1.57163,0.667431,2.47583
0.8197,0.30917,1.57164,0.667472,2.47581
0.8198,0.309182,1.57165,0.667512,2.47578
0.8199,0.309195,1.57166,0.667553,2.47576
0.82,0.309208,1.57167,0.667594,2.47574
0.8201,0.309221,1.57167,0.667635,2.47571
0.8202,0.309233,1.57168,0.667676,2.47569
0.8203,0.309246,1.57169,0.667717,2.47566
0.8204,0.309259,1.5717,0.667758,2.47564
0.8205,0.309272,1.57171,0.667799,2.47562
0.8206,0.309284,1.57172,0.66784,2.47559
0.8207,0.309297,1.57173,0.667881,2.47557
0.8208,0.30931,1.57173,0.667921,2.47555
0.8209,0.309322,1.57174,0.667962,2.47552
0.821,0.309335,1.57175,0.668003,2.4755
0.8211,0.309348,1.57176,0.668044,2.47547
0.8212,0.30936,1.57177,0.668084,2.47545
0.8213,0.309373,1.57178,0.668125,2.47543
0.8214,0.309386,1.57178,0.668166,2.4754
0.8215,0.309398,1.57179,0.668206,2.47538
0.8216,0.309411,1.5718,0.668247,2.47536
0.8217,0.309423,1.57181,0.668288,2.47533
0.8218,0.309436,1.57182,0.668328,2.47531
0.8219,0.309449,1.57183,0.668369,2.47529
0.822,0.309461,1.57184,0.668409,2.47526
0.8221,0.309474,1.57184,0.66845,2.47524
0.8222,0.309486,1.57185,0.66849,2.47522
0.8223,0.309499,1.57186,0.668531,2.47519
0.8224,0.309511,1.57187,0.668571,2.47517
0.8225,0.309524,1.57188,0.668612,2.47515
0.8226,0.309536,1.57189,0.668652,2.47512
0.8227,0.309549,1.5719,0.668693,2.4751
0.8228,0.309561,1.5719,0.668733,2.47508
0.8229,0.309574,1.57191,0.668773,2.47505
0.823,0.309586,1.57192,0.668814,2.47503
0.8231,0.309599,1.57193,0.668854,2.47501
0.8232,0.309611,1.57194,0.668894,2.47498
0.8233,0.309624,1.57195,0.668934,2.47496
0.8234,0.309636,1.57195,0.668975,2.47494
0.8235,0.309649,1.57196,0.669015,2.47491
0.8236,0.309661,1.57197,0.669055,2.47489
0.8237,0.309674,1.57198,0.669095,2.47487
0.8238,0.309686,1.57199,0.669135,2.47484
0.8239,0.309698,1.572,0.669175,2.47482
0.824,0.309711,1.57201,0.669215,2.4748
0.8241,0.309723,1.57201,0.669255,2.47477
0.8242,0.309736,1.57202,0.669295,2.47475
0.8243,0.309748,1.57203,0.669335,2.47473
0.8244,0.30976,1.57204,0.669375,2.4747
0.8245,0.309773,1.57205,0.669415,2.47468
0.8246,0.309785,1.57206,0.669455,2.47466
0.8247,0.309797,1.57206,0.669495,2.47463
0.8248,0.30981,1.57207,0.669535,2.47461
0.8249,0.309822,1.57208,0.669575,2.47459
0.825,0.309834,1.57209,0.669614,2.47457
0.8251,0.309847,1.5721,0.669654,2.47454
0.8252,0.309859,1.57211,0.669694,2.47452
0.8253,0.309871,1.57212,0.669734,2.4745
0.8254,0.309884,1.57212,0.669773,2.47447
0.8255,0.309896,1.57213,0.669813,2.47445
0.8256,0.309908,1.57214,0.669853,2.47443
0.8257,0.30992,1.57215,0.669892,2.47441
0.8258,0.309932,1.57216,0.669932,2.47438
0.8259,0.309945,1.57217,0.669971,2.47436
0.826,0.309957,1.57217,0.670011,2.47434
0.8261,0.309969,1.57218,0.67005,2.47432
0.8262,0.309981,1.57219,0.67009,2.47429
0.8263,0.309993,1.5722,0.670129,2.47427
0.8264,0.310006,1.57221,0.670169,2.47425
0.8265,0.310018,1.57222,0.670208,2.47422
0.8266,0.31003,1.57222,0.670247,2.4742
0.8267,0.310042,1.57223,0.670286,2.47418
0.8268,0.310054,1.57224,0.670326,2.47416
0.8269,0.310066,1.57225,0.670365,2.47413
0.827,0.310078,1.57226,0.670404,2.47411
0.8271,0.310091,1.57227,0.670443,2.47409
0.8272,0.310103,1.57227,0.670482,2.47407
0.8273,0.310115,1.57228,0.670521,2.47404
0.8274,0.310127,1.57229,0.67056,2.47402
0.8275,0.310139,1.5723,0.6706,2.474
0.8276,0.310151,1.57231,0.670639,2.47398
0.8277,0.310163,1.57232,0.670677,2.47395
0.8278,0.310175,1.57232,0.670716,2.47393
0.8279,0.310187,1.57233,0.670755,2.47391
0.828,0.310199,1.57234,0.670794,2.47389
0.8281,0.310211,1.57235,0.670833,2.47387
0.8282,0.310223,1.57236,0.670872,2.47384
0.8283,0.310235,1.57237,0.67091,2.47382
0.8284,0.310247,1.57237,0.670949,2.4738
0.8285,0.310259,1.57238,0.670988,2.47378
0.8286,0.310271,1.57239,0.671027,2.47375
0.8287,0.310283,1.5724,0.671065,2.47373
0.8288,0.310294,1.57241,0.671104,2.47371
0.8289,0.310306,1.57241,0.671142,2.47369
0.829,0.310318,1.57242,0.671181,2.47367
0.8291,0.31033,1.57243,0.671219,2.47364
0.8292,0.310342,1.57244,0.671258,2.47362
0.8293,0.310354,1.57245,0.671296,2.4736
0.8294,0.310366,1.57246,0.671334,2.47358
0.8295,0.310377,1.57246,0.671373,2.47355
0.8296,0.310389,1.57247,0.671411,2.47353
0.8297,0.310401,1.57248,0.671449,2.47351
0.8298,0.310413,1.57249,0.671487,2.47349
0.8299,0.310425,1.5725,0.671526,2.47347
0.83,0.310436,1.5725,0.671564,2.47344
0.8301,0.310448,1.57251,0.671602,2.47342
0.8302,0.31046,1.57252,0.67164,2.4734
0.8303,0.310472,1.57253,0.671678,2.47338
0.8304,0.310483,1.57254,0.671716,2.47336
0.8305,0.310495,1.57254,0.671754,2.47334
0.8306,0.310507,1.57255,0.671792,2.47331
0.8307,0.310519,1.57256,0.67183,2.47329
0.8308,0.31053,1.57257,0.671867,2.47327
0.8309,0.310542,1.57258,0.671905,2.47325
0.831,0.310553,1.57258,0.671943,2.47323
0.8311,0.310565,1.57259,0.671981,2.47321
0.8312,0.310577,1.5726,0.672018,2.47318
0.8313,0.310588,1.57261,0.672056,2.47316
0.8314,0.3106,1.57262,0.672094,2.47314
0.8315,0.310612,1.57262,0.672131,2.47312
0.8316,0.310623,1.57263,0.672169,2.4731
0.8317,0.310635,1.57264,0.672206,2.47308
0.8318,0.310646,1.57265,0.672243,2.47305
0.8319,0.310658,1.57266,0.672281,2.47303
0.832,0.310669,1.57266,0.672318,2.47301
0.8321,0.310681,1.57267,0.672355,2.47299
0.8322,0.310692,1.57268,0.672393,2.47297
0.8323,0.310704,1.57269,0.67243,2.47295
0.8324,0.310715,1.5727,0.672467,2.47293
0.8325,0.310727,1.5727,0.672504,2.4729
0.8326,0.310738,1.57271,0.672541,2.47288
0.8327,0.31075,1.57272,0.672578,2.47286
0.8328,0.310761,1.57273,0.672615,2.47284
0.8329,0.310772,1.57274,0.672652,2.47282
0.833,0.310784,1.57274,0.672689,2.4728
0.8331,0.310795,1.57275,0.672726,2.47278
0.8332,0.310807,1.57276,0.672763,2.47275
0.8333,0.310818,1.57277,0.6728,2.47273
0.8334,0.310829,1.57277,0.672836,2.47271
0.8335,0.310841,1.57278,0.672873,2.47269
0.8336,0.310852,1.57279,0.67291,2.47267
0.8337,0.310863,1.5728,0.672946,2.47265
0.8338,0.310875,1.57281,0.672983,2.47263
0.8339,0.310886,1.57281,0.673019,2.47261
0.834,0.310897,1.57282,0.673056,2.47259
0.8341,0.310908,1.57283,0.673092,2.47256
0.8342,0.31092,1.57284,0.673129,2.47254
0.8343,0.310931,1.57284,0.673165,2.47252
0.8344,0.310942,1.57285,0.673201,2.4725
0.8345,0.310953,1.57286,0.673237,2.47248
0.8346,0.310964,1.57287,0.673274,2.47246
0.8347,0.310976,1.57287,0.67331,2.47244
0.8348,0.310987,1.57288,0.673346,2.47242
0.8349,0.310998,1.57289,0.673382,2.4724
0.835,0.311009,1.5729,0.673418,2.47238
0.8351,0.31102,1.5729,0.673454,2.47235
0.8352,0.311031,1.57291,0.67349,2.47233
0.8353,0.311042,1.57292,0.673526,2.47231
0.8354,0.311053,1.57293,0.673562,2.47229
0.8355,0.311064,1.57293,0.673597,2.47227
0.8356,0.311076,1.57294,0.673633,2.47225
0.8357,0.311087,1.57295,0.673669,2.47223
0.8358,0.311098,1.57296,0.673704,2.47221
0.8359,0.311109,1.57296,0.67374,2.47219
0.836,0.31112,1.57297,0.673775,2.47217
0.8361,0.311131,1.57298,0.673811,2.47215
0.8362,0.311142,1.57299,0.673846,2.47213
0.8363,0.311152,1.57299,0.673882,2.47211
0.8364,0.311163,1.573,0.673917,2.47209
0.8365,0.311174,1.57301,0.673952,2.47207
0.8366,0.311185,1.57302,0.673988,2.47204
0.8367,0.311196,1.57302,0.674023,2.47202
0.8368,0.311207,1.57303,0.674058,2.472
0.8369,0.311218,1.57304,0.674093,2.47198
0.837,0.311229,1.57305,0.674128,2.47196
0.8371,0.31124,1.57305,0.674163,2.47194
0.8372,0.31125,1.57306,0.674198,2.47192
0.8373,0.311261,1.57307,0.674233,2.4719
0.8374,0.311272,1.57307,0.674268,2.47188
0.8375,0.311283,1.57308,0.674302,2.47186
0.8376,0.311293,1.57309,0.674337,2.47184
0.8377,0.311304,1.5731,0.674372,2.47182
0.8378,0.311315,1.5731,0.674406,2.4718
0.8379,0.311326,1.57311,0.674441,2.47178
0.838,0.311336,1.57312,0.674475,2.47176
0.8381,0.311347,1.57313,0.67451,2.47174
0.8382,0.311358,1.57313,0.674544,2.47172
0.8383,0.311368,1.57314,0.674579,2.4717
0.8384,0.311379,1.57315,0.674613,2.47168
0.8385,0.31139,1.57315,0.674647,2.47166
0.8386,0.3114,1.57316,0.674681,2.47164
0.8387,0.311411,1.57317,0.674716,2.47162
0.8388,0.311421,1.57317,0.67475,2.4716
0.8389,0.311432,1.57318,0.674784,2.47158
0.839,0.311443,1.57319,0.674818,2.47156
0.8391,0.311453,1.5732,0.674852,2.47154
0.8392,0.311464,1.5732,0.674886,2.47152
0.8393,0.311474,1.57321,0.674919,2.4715
0.8394,0.311485,1.57322,0.674953,2.47148
0.8395,0.311495,1.57322,0.674987,2.47146
0.8396,0.311506,1.57323,0.67502,2.47144
0.8397,0.311516,1.57324,0.675054,2.47142
0.8398,0.311526,1.57324,0.675088,2.4714
0.8399,0.311537,1.57325,0.675121,2.47138
0.84,0.311547,1.57326,0.675155,2.47136
0.8401,0.311558,1.57326,0.675188,2.47134
0.8402,0.311568,1.57327,0.675221,2.47132
0.8403,0.311578,1.57328,0.675255,2.4713
0.8404,0.311589,1.57329,0.675288,2.47128
0.8405,0.311599,1.57329,0.675321,2.47126
0.8406,0.311609,1.5733,0.675354,2.47124
0.8407,0.31162,1.57331,0.675387,2.47122
0.8408,0.31163,1.57331,0.67542,2.4712
0.8409,0.31164,1.57332,0.675453,2.47118
0.841,0.31165,1.57333,0.675486,2.47117
0.8411,0.311661,1.57333,0.675519,2.47115
0.8412,0.311671,1.57334,0.675552,2.47113
0.8413,0.311681,1.57335,0.675584,2.47111
0.8414,0.311691,1.57335,0.675617,2.47109
0.8415,0.311701,1.57336,0.67565,2.47107
0.8416,0.311711,1.57337,0.675682,2.47105
0.8417,0.311722,1.57337,0.675715,2.47103
0.8418,0.311732,1.57338,0.675747,2.47101
0.8419,0.311742,1.57339,0.675779,2.47099
0.842,0.311752,1.57339,0.675812,2.47097
0.8421,0.311762,1.5734,0.675844,2.47095
0.8422,0.311772,1.5734,0.675876,2.47093
0.8423,0.311782,1.57341,0.675908,2.47091
0.8424,0.311792,1.57342,0.67594,2.47089
0.8425,0.311802,1.57342,0.675972,2.47088
0.8426,0.311812,1.57343,0.676004,2.47086
0.8427,0.311822,1.57344,0.676036,2.47084
0.8428,0.311832,1.57344,0.676068,2.47082
0.8429,0.311842,1.57345,0.6761,2.4708
0.843,0.311852,1.57346,0.676132,2.47078
0.8431,0.311862,1.57346,0.676163,2.47076
0.8432,0.311872,1.57347,0.676195,2.47074
0.8433,0.311881,1.57348,0.676226,2.47072
0.8434,0.311891,1.57348,0.676258,2.4707
0.8435,0.311901,1.57349,0.676289,2.47069
0.8436,0.311911,1.57349,0.676321,2.47067
0.8437,0.311921,1.5735,0.676352,2.47065
0.8438,0.311931,1.57351,0.676383,2.47063
0.8439,0.31194,1.57351,0.676414,2.47061
0.844,0.31195,1.57352,0.676445,2.47059
0.8441,0.31196,1.57352,0.676477,2.47057
0.8442,0.311969,1.57353,0.676508,2.47055
0.8443,0.311979,1.57354,0.676538,2.47054
0.8444,0.311989,1.57354,0.676569,2.47052
0.8445,0.311999,1.57355,0.6766,2.4705
0.8446,0.312008,1.57356,0.676631,2.47048
0.8447,0.312018,1.57356,0.676662,2.47046
0.8448,0.312027,1.57357,0.676692,2.47044
0.8449,0.312037,1.57357,0.676723,2.47042
0.845,0.312047,1.57358,0.676753,2.47041
0.8451,0.312056,1.57359,0.676784,2.47039
0.8452,0.312066,1.57359,0.676814,2.47037
0.8453,0.312075,1.5736,0.676844,2.47035
0.8454,0.312085,1.5736,0.676875,2.47033
0.8455,0.312094,1.57361,0.676905,2.47031
0.8456,0.312104,1.57361,0.676935,2.47029
0.8457,0.312113,1.57362,0.676965,2.47028
0.8458,0.312123,1.57363,0.676995,2.47026
0.8459,0.312132,1.57363,0.677025,2.47024
0.846,0.312141,1.57364,0.677055,2.47022
0.8461,0.312151,1.57364,0.677085,2.4702
0.8462,0.31216,1.57365,0.677115,2.47018
0.8463,0.31217,1.57366,0.677144,2.47017
0.8464,0.312179,1.57366,0.677174,2.47015
0.8465,0.312188,1.57367,0.677203,2.47013
0.8466,0.312198,1.57367,0.677233,2.47011
0.8467,0.312207,1.57368,0.677262,2.47009
0.8468,0.312216,1.57368,0.677292,2.47008
0.8469,0.312225,1.57369,0.677321,2.47006
0.847,0.312235,1.57369,0.67735,2.47004
0.8471,0.312244,1.5737,0.677379,2.47002
0.8472,0.312253,1.57371,0.677409,2.47
0.8473,0.312262,1.57371,0.677438,2.46999
0.8474,0.312271,1.57372,0.677467,2.46997
0.8475,0.312281,1.57372,0.677496,2.46995
0.8476,0.31229,1.57373,0.677524,2.46993
0.8477,0.312299,1.57373,0.677553,2.46991
0.8478,0.312308,1.57374,0.677582,2.4699
0.8479,0.312317,1.57374,0.677611,2.46988
0.848,0.312326,1.57375,0.677639,2.46986
0.8481,0.312335,1.57376,0.677668,2.46984
0.8482,0.312344,1.57376,0.677696,2.46982
0.8483,0.312353,1.57377,0.677725,2.46981
0.8484,0.312362,1.57377,0.677753,2.46979
0.8485,0.312371,1.57378,0.677781,2.46977
0.8486,0.31238,1.57378,0.677809,2.46975
0.8487,0.312389,1.57379,0.677838,2.46974
0.8488,0.312398,1.57379,0.677866,2.46972
0.8489,0.312407,1.5738,0.677894,2.4697
0.849,0.312416,1.5738,0.677922,2.46968
0.8491,0.312424,1.57381,0.677949,2.46967
0.8492,0.312433,1.57381,0.677977,2.46965
0.8493,0.312442,1.57382,0.678005,2.46963
0.8494,0.312451,1.57382,0.678033,2.46961
0.8495,0.31246,1.57383,0.67806,2.4696
0.8496,0.312469,1.57383,0.678088,2.46958
0.8497,0.312477,1.57384,0.678115,2.46956
0.8498,0.312486,1.57384,0.678143,2.46954
0.8499,0.312495,1.57385,0.67817,2.46953
0.85,0.312503,1.57385,0.678197,2.46951
0.8501,0.312512,1.57386,0.678225,2.46949
0.8502,0.312521,1.57386,0.678252,2.46947
0.8503,0.31253,1.57387,0.678279,2.46946
0.8504,0.312538,1.57387,0.678306,2.46944
0.8505,0.312547,1.57388,0.678333,2.46942
0.8506,0.312555,1.57388,0.67836,2.46941
0.8507,0.312564,1.57389,0.678386,2.46939
0.8508,0.312572,1.57389,0.678413,2.46937
0.8509,0.312581,1.5739,0.67844,2.46935
0.851,0.312589,1.5739,0.678466,2.46934
0.8511,0.312598,1.57391,0.678493,2.46932
0.8512,0.312606,1.57391,0.67852,2.4693
0.8513,0.312615,1.57392,0.678546,2.46929
0.8514,0.312623,1.57392,0.678572,2.46927
0.8515,0.312632,1.57393,0.678599,2.46925
0.8516,0.31264,1.57393,0.678625,2.46924
0.8517,0.312649,1.57393,0.678651,2.46922
0.8518,0.312657,1.57394,0.678677,2.4692
0.8519,0.312665,1.57394,0.678703,2.46919
0.852,0.312674,1.57395,0.678729,2.46917
0.8521,0.312682,1.57395,0.678755,2.46915
0.8522,0.31269,1.57396,0.678781,2.46913
0.8523,0.312699,1.57396,0.678806,2.46912
0.8524,0.312707,1.57397,0.678832,2.4691
0.8525,0.312715,1.57397,0.678858,2.46908
0.8526,0.312723,1.57398,0.678883,2.46907
0.8527,0.312732,1.57398,0.678909,2.46905
0.8528,0.31274,1.57398,0.678934,2.46903
0.8529,0.312748,1.57399,0.678959,2.46902
0.853,0.312756,1.57399,0.678985,2.469
0.8531,0.312764,1.574,0.67901,2.46899
0.8532,0.312772,1.574,0.679035,2.46897
0.8533,0.31278,1.57401,0.67906,2.46895
0.8534,0.312788,1.57401,0.679085,2.46894
0.8535,0.312797,1.57401,0.67911,2.46892
0.8536,0.312805,1.57402,0.679135,2.4689
0.8537,0.312813,1.57402,0.679159,2.46889
0.8538,0.312821,1.57403,0.679184,2.46887
0.8539,0.312829,1.57403,0.679209,2.46885
0.854,0.312837,1.57404,0.679233,2.46884
0.8541,0.312844,1.57404,0.679258,2.46882
0.8542,0.312852,1.57404,0.679282,2.46881
0.8543,0.31286,1.57405,0.679307,2.46879
0.8544,0.312868,1.57405,0.679331,2.46877
0.8545,0.312876,1.57406,0.679355,2.46876
0.8546,0.312884,1.57406,0.679379,2.46874
0.8547,0.312892,1.57406,0.679403,2.46872
0.8548,0.312899,1.57407,0.679427,2.46871
0.8549,0.312907,1.57407,0.679451,2.46869
0.855,0.312915,1.57408,0.679475,2.46868
0.8551,0.312923,1.57408,0.679499,2.46866
0.8552,0.312931,1.57408,0.679523,2.46865
0.8553,0.312938,1.57409,0.679546,2.46863
0.8554,0.312946,1.57409,0.67957,2.46861
0.8555,0.312954,1.5741,0.679593,2.4686
0.8556,0.312961,1.5741,0.679617,2.46858
0.8557,0.312969,1.5741,0.67964,2.46857
0.8558,0.312976,1.57411,0.679663,2.46855
0.8559,0.312984,1.57411,0.679687,2.46853
0.856,0.312992,1.57411,0.67971,2.46852
0.8561,0.312999,1.57412,0.679733,2.4685
0.8562,0.313007,1.57412,0.679756,2.46849
0.8563,0.313014,1.57413,0.679779,2.46847
0.8564,0.313022,1.57413,0.679802,2.46846
0.8565,0.313029,1.57413,0.679824,2.46844
0.8566,0.313037,1.57414,0.679847,2.46843
0.8567,0.313044,1.57414,0.67987,2.46841
0.8568,0.313052,1.57414,0.679892,2.46839
0.8569,0.313059,1.57415,0.679915,2.46838
0.857,0.313066,1.57415,0.679937,2.46836
0.8571,0.313074,1.57415,0.67996,2.46835
0.8572,0.313081,1.57416,0.679982,2.46833
0.8573,0.313088,1.57416,0.680004,2.46832
0.8574,0.313096,1.57416,0.680026,2.4683
0.8575,0.313103,1.57417,0.680048,2.46829
0.8576,0.31311,1.57417,0.68007,2.46827
0.8577,0.313117,1.57417,0.680092,2.46826
0.8578,0.313124,1.57418,0.680114,2.46824
0.8579,0.313132,1.57418,0.680136,2.46823
0.858,0.313139,1.57418,0.680158,2.46821
0.8581,0.313146,1.57419,0.680179,2.4682
0.8582,0.313153,1.57419,0.680201,2.46818
0.8583,0.31316,1.57419,0.680222,2.46817
0.8584,0.313167,1.5742,0.680244,2.46815
0.8585,0.313174,1.5742,0.680265,2.46814
0.8586,0.313181,1.5742,0.680286,2.46812
0.8587,0.313188,1.57421,0.680307,2.46811
0.8588,0.313195,1.57421,0.680329,2.46809
0.8589,0.313202,1.57421,0.68035,2.46808
0.859,0.313209,1.57422,0.680371,2.46806
0.8591,0.313216,1.57422,0.680391,2.46805
0.8592,0.313223,1.57422,0.680412,2.46803
0.8593,0.31323,1.57423,0.680433,2.46802
0.8594,0.313237,1.57423,0.680454,2.468
0.8595,0.313244,1.57423,0.680474,2.46799
0.8596,0.313251,1.57423,0.680495,2.46797
0.8597,0.313258,1.57424,0.680515,2.46796
0.8598,0.313264,1.57424,0.680536,2.46795
0.8599,0.313271,1.57424,0.680556,2.46793
0.86,0.313278,1.57425,0.680576,2.46792
0.8601,0.313285,1.57425,0.680596,2.4679
0.8602,0.313291,1.57425,0.680616,2.46789
0.8603,0.313298,1.57425,0.680636,2.46787
0.8604,0.313305,1.57426,0.680656,2.46786
0.8605,0.313311,1.57426,0.680676,2.46784
0.8606,0.313318,1.57426,0.680696,2.46783
0.8607,0.313325,1.57427,0.680716,2.46782
0.8608,0.313331,1.57427,0.680735,2.4678
0.8609,0.313338,1.57427,0.680755,2.46779
0.861,0.313344,1.57427,0.680774,2.46777
0.8611,0.313351,1.57428,0.680794,2.46776
0.8612,0.313357,1.57428,0.680813,2.46775
0.8613,0.313364,1.57428,0.680832,2.46773
0.8614,0.31337,1.57428,0.680852,2.46772
0.8615,0.313377,1.57429,0.680871,2.4677
0.8616,0.313383,1.57429,0.68089,2.46769
0.8617,0.31339,1.57429,0.680909,2.46768
0.8618,0.313396,1.57429,0.680928,2.46766
0.8619,0.313402,1.5743,0.680946,2.46765
0.862,0.313409,1.5743,0.680965,2.46763
0.8621,0.313415,1.5743,0.680984,2.46762
0.8622,0.313421,1.5743,0.681002,2.46761
0.8623,0.313428,1.57431,0.681021,2.46759
0.8624,0.313434,1.57431,0.681039,2.46758
0.8625,0.31344,1.57431,0.681058,2.46757
0.8626,0.313446,1.57431,0.681076,2.46755
0.8627,0.313452,1.57432,0.681094,2.46754
0.8628,0.313459,1.57432,0.681112,2.46753
0.8629,0.313465,1.57432,0.68113,2.46751
0.863,0.313471,1.57432,0.681148,2.4675
0.8631,0.313477,1.57433,0.681166,2.46749
0.8632,0.313483,1.57433,0.681184,2.46747
0.8633,0.313489,1.57433,0.681202,2.46746
0.8634,0.313495,1.57433,0.68122,2.46745
0.8635,0.313501,1.57433,0.681237,2.46743
0.8636,0.313507,1.57434,0.681255,2.46742
0.8637,0.313513,1.57434,0.681272,2.46741
0.8638,0.313519,1.57434,0.68129,2.46739
0.8639,0.313525,1.57434,0.681307,2.46738
0.864,0.313531,1.57435,0.681324,2.46737
0.8641,0.313537,1.57435,0.681341,2.46735
0.8642,0.313543,1.57435,0.681359,2.46734
0.8643,0.313548,1.57435,0.681376,2.46733
0.8644,0.313554,1.57435,0.681393,2.46731
0.8645,0.31356,1.57436,0.681409,2.4673
0.8646,0.313566,1.57436,0.681426,2.46729
0.8647,0.313571,1.57436,0.681443,2.46728
0.8648,0.313577,1.57436,0.68146,2.46726
0.8649,0.313583,1.57436,0.681476,2.46725
0.865,0.313589,1.57437,0.681493,2.46724
0.8651,0.313594,1.57437,0.681509,2.46723
0.8652,0.3136,1.57437,0.681526,2.46721
0.8653,0.313605,1.57437,0.681542,2.4672
0.8654,0.313611,1.57437,0.681558,2.46719
0.8655,0.313617,1.57437,0.681574,2.46718
0.8656,0.313622,1.57438,0.68159,2.46716
0.8657,0.313628,1.57438,0.681606,2.46715
0.8658,0.313633,1.57438,0.681622,2.46714
0.8659,0.313639,1.57438,0.681638,2.46713
0.866,0.313644,1.57438,0.681654,2.46711
0.8661,0.31365,1.57439,0.681669,2.4671
0.8662,0.313655,1.57439,0.681685,2.46709
0.8663,0.31366,1.57439,0.681701,2.46708
0.8664,0.313666,1.57439,0.681716,2.46707
0.8665,0.313671,1.57439,0.681731,2.46705
0.8666,0.313676,1.57439,0.681747,2.46704
0.8667,0.313682,1.5744,0.681762,2.46703
0.8668,0.313687,1.5744,0.681777,2.46702
0.8669,0.313692,1.5744,0.681792,2.46701
0.867,0.313697,1.5744,0.681807,2.46699
0.8671,0.313703,1.5744,0.681822,2.46698
0.8672,0.313708,1.5744,0.681837,2.46697
0.8673,0.313713,1.57441,0.681852,2.46696
0.8674,0.313718,1.57441,0.681867,2.46695
0.8675,0.313723,1.57441,0.681881,2.46694
0.8676,0.313728,1.57441,0.681896,2.46692
0.8677,0.313733,1.57441,0.68191,2.46691
0.8678,0.313738,1.57441,0.681925,2.4669
0.8679,0.313743,1.57441,0.681939,2.46689
0.868,0.313748,1.57442,0.681953,2.46688
0.8681,0.313753,1.57442,0.681967,2.46687
0.8682,0.313758,1.57442,0.681982,2.46686
0.8683,0.313763,1.57442,0.681996,2.46684
0.8684,0.313768,1.57442,0.68201,2.46683
0.8685,0.313773,1.57442,0.682023,2.46682
0.8686,0.313778,1.57442,0.682037,2.46681
0.8687,0.313783,1.57443,0.682051,2.4668
0.8688,0.313787,1.57443,0.682065,2.46679
0.8689,0.313792,1.57443,0.682078,2.46678
0.869,0.313797,1.57443,0.682092,2.46677
0.8691,0.313802,1.57443,0.682105,2.46676
0.8692,0.313807,1.57443,0.682119,2.46674
0.8693,0.313811,1.57443,0.682132,2.46673
0.8694,0.313816,1.57443,0.682145,2.46672
0.8695,0.313821,1.57443,0.682158,2.46671
0.8696,0.313825,1.57444,0.682171,2.4667
0.8697,0.31383,1.57444,0.682184,2.46669
0.8698,0.313834,1.57444,0.682197,2.46668
0.8699,0.313839,1.57444,0.68221,2.46667
0.87,0.313843,1.57444,0.682223,2.46666
0.8701,0.313848,1.57444,0.682235,2.46665
0.8702,0.313852,1.57444,0.682248,2.46664
0.8703,0.313857,1.57444,0.68226,2.46663
0.8704,0.313861,1.57445,0.682273,2.46662
0.8705,0.313866,1.57445,0.682285,2.46661
0.8706,0.31387,1.57445,0.682298,2.4666
0.8707,0.313875,1.57445,0.68231,2.46659
0.8708,0.313879,1.57445,0.682322,2.46658
0.8709,0.313883,1.57445,0.682334,2.46657
0.871,0.313887,1.57445,0.682346,2.46656
0.8711,0.313892,1.57445,0.682358,2.46655
0.8712,0.313896,1.57445,0.68237,2.46654
0.8713,0.3139,1.57445,0.682382,2.46653
0.8714,0.313904,1.57445,0.682393,2.46652
0.8715,0.313909,1.57446,0.682405,2.46651
0.8716,0.313913,1.57446,0.682416,2.4665
0.8717,0.313917,1.57446,0.682428,2.46649
0.8718,0.313921,1.57446,0.682439,2.46648
0.8719,0.313925,1.57446,0.68245,2.46647
0.872,0.313929,1.57446,0.682462,2.46646
0.8721,0.313933,1.57446,0.682473,2.46645
0.8722,0.313937,1.57446,0.682484,2.46644
0.8723,0.313941,1.57446,0.682495,2.46643
0.8724,0.313945,1.57446,0.682506,2.46642
0.8725,0.313949,1.57446,0.682517,2.46641
0.8726,0.313953,1.57446,0.682528,2.4664
0.8727,0.313957,1.57446,0.682538,2.46639
