time, act_r, act_thr, th_mo, th_bi
0.1592,0.283125,1.57364,0.60479,2.54248
0.1593,0.283106,1.57359,0.604695,2.54248
0.1594,0.283087,1.57354,0.604601,2.54248
0.1595,0.283068,1.57349,0.604507,2.54248
0.1596,0.283049,1.57344,0.604414,2.54247
0.1597,0.283031,1.5734,0.604321,2.54247
0.1598,0.283013,1.57335,0.604228,2.54247
0.1599,0.282994,1.5733,0.604136,2.54246
0.16,0.282976,1.57325,0.604045,2.54246
0.1601,0.282959,1.5732,0.603954,2.54246
0.1602,0.282941,1.57316,0.603863,2.54245
0.1603,0.282923,1.57311,0.603773,2.54245
0.1604,0.282906,1.57306,0.603683,2.54244
0.1605,0.282889,1.57301,0.603594,2.54243
0.1606,0.282872,1.57297,0.603506,2.54243
0.1607,0.282855,1.57292,0.603417,2.54242
0.1608,0.282838,1.57287,0.60333,2.54241
0.1609,0.282822,1.57282,0.603242,2.54241
0.161,0.282806,1.57278,0.603156,2.5424
0.1611,0.282789,1.57273,0.603069,2.54239
0.1612,0.282773,1.57268,0.602984,2.54238
0.1613,0.282758,1.57264,0.602898,2.54238
0.1614,0.282742,1.57259,0.602813,2.54237
0.1615,0.282726,1.57254,0.602729,2.54236
0.1616,0.282711,1.5725,0.602645,2.54235
0.1617,0.282696,1.57245,0.602562,2.54234
0.1618,0.282681,1.5724,0.602479,2.54233
0.1619,0.282666,1.57236,0.602397,2.54232
0.162,0.282651,1.57231,0.602315,2.54231
0.1621,0.282636,1.57227,0.602233,2.5423
0.1622,0.282622,1.57222,0.602152,2.54229
0.1623,0.282608,1.57217,0.602072,2.54228
0.1624,0.282594,1.57213,0.601992,2.54226
0.1625,0.28258,1.57208,0.601913,2.54225
0.1626,0.282566,1.57204,0.601834,2.54224
0.1627,0.282552,1.57199,0.601755,2.54223
0.1628,0.282539,1.57195,0.601677,2.54221
0.1629,0.282526,1.5719,0.6016,2.5422
0.163,0.282513,1.57186,0.601523,2.54219
0.1631,0.2825,1.57181,0.601446,2.54217
0.1632,0.282487,1.57177,0.60137,2.54216
0.1633,0.282474,1.57172,0.601295,2.54215
0.1634,0.282462,1.57168,0.60122,2.54213
0.1635,0.282449,1.57163,0.601145,2.54212
0.1636,0.282437,1.57159,0.601072,2.5421
0.1637,0.282425,1.57154,0.600998,2.54209
0.1638,0.282413,1.5715,0.600925,2.54207
0.1639,0.282402,1.57145,0.600853,2.54206
0.164,0.28239,1.57141,0.600781,2.54204
0.1641,0.282379,1.57137,0.600709,2.54202
0.1642,0.282368,1.57132,0.600638,2.54201
0.1643,0.282356,1.57128,0.600568,2.54199
0.1644,0.282346,1.57124,0.600498,2.54197
0.1645,0.282335,1.57119,0.600429,2.54196
0.1646,0.282324,1.57115,0.60036,2.54194
0.1647,0.282314,1.57111,0.600291,2.54192
0.1648,0.282304,1.57106,0.600223,2.5419
0.1649,0.282293,1.57102,0.600156,2.54188
0.165,0.282283,1.57098,0.600089,2.54186
0.1651,0.282274,1.57093,0.600023,2.54185
0.1652,0.282264,1.57089,0.599957,2.54183
0.1653,0.282255,1.57085,0.599892,2.54181
0.1654,0.282245,1.57081,0.599827,2.54179
0.1655,0.282236,1.57077,0.599763,2.54177
0.1656,0.282227,1.57072,0.599699,2.54175
0.1657,0.282218,1.57068,0.599636,2.54173
0.1658,0.282209,1.57064,0.599573,2.54171
0.1659,0.282201,1.5706,0.599511,2.54169
0.166,0.282192,1.57056,0.599449,2.54167
0.1661,0.282184,1.57052,0.599388,2.54164
0.1662,0.282176,1.57048,0.599327,2.54162
0.1663,0.282168,1.57043,0.599267,2.5416
0.1664,0.28216,1.57039,0.599208,2.54158
0.1665,0.282153,1.57035,0.599148,2.54156
0.1666,0.282145,1.57031,0.59909,2.54154
0.1667,0.282138,1.57027,0.599032,2.54151
0.1668,0.282131,1.57023,0.598974,2.54149
0.1669,0.282124,1.57019,0.598917,2.54147
0.167,0.282117,1.57015,0.598861,2.54144
0.1671,0.28211,1.57011,0.598805,2.54142
0.1672,0.282104,1.57007,0.59875,2.5414
0.1673,0.282097,1.57003,0.598695,2.54137
0.1674,0.282091,1.56999,0.598641,2.54135
0.1675,0.282085,1.56996,0.598587,2.54132
0.1676,0.282079,1.56992,0.598534,2.5413
0.1677,0.282073,1.56988,0.598481,2.54128
0.1678,0.282068,1.56984,0.598429,2.54125
0.1679,0.282062,1.5698,0.598377,2.54122
0.168,0.282057,1.56976,0.598326,2.5412
0.1681,0.282052,1.56972,0.598275,2.54117
0.1682,0.282047,1.56969,0.598225,2.54115
0.1683,0.282042,1.56965,0.598176,2.54112
0.1684,0.282037,1.56961,0.598127,2.5411
0.1685,0.282032,1.56957,0.598078,2.54107
0.1686,0.282028,1.56954,0.598031,2.54104
0.1687,0.282024,1.5695,0.597983,2.54102
0.1688,0.28202,1.56946,0.597936,2.54099
0.1689,0.282016,1.56943,0.59789,2.54096
0.169,0.282012,1.56939,0.597844,2.54094
0.1691,0.282008,1.56935,0.597799,2.54091
0.1692,0.282005,1.56932,0.597754,2.54088
0.1693,0.282001,1.56928,0.59771,2.54085
0.1694,0.281998,1.56925,0.597667,2.54082
0.1695,0.281995,1.56921,0.597624,2.5408
0.1696,0.281992,1.56917,0.597581,2.54077
0.1697,0.281989,1.56914,0.597539,2.54074
0.1698,0.281987,1.5691,0.597498,2.54071
0.1699,0.281984,1.56907,0.597457,2.54068
0.17,0.281982,1.56903,0.597417,2.54065
0.1701,0.28198,1.569,0.597377,2.54062
0.1702,0.281978,1.56897,0.597337,2.54059
0.1703,0.281976,1.56893,0.597299,2.54056
0.1704,0.281974,1.5689,0.597261,2.54053
0.1705,0.281973,1.56886,0.597223,2.5405
0.1706,0.281971,1.56883,0.597186,2.54047
0.1707,0.28197,1.5688,0.597149,2.54044
0.1708,0.281969,1.56876,0.597113,2.54041
0.1709,0.281968,1.56873,0.597078,2.54038
0.171,0.281967,1.5687,0.597043,2.54035
0.1711,0.281966,1.56866,0.597009,2.54032
0.1712,0.281966,1.56863,0.596975,2.54029
0.1713,0.281965,1.5686,0.596942,2.54026
0.1714,0.281965,1.56857,0.596909,2.54023
0.1715,0.281965,1.56854,0.596877,2.5402
0.1716,0.281965,1.5685,0.596845,2.54016
0.1717,0.281965,1.56847,0.596814,2.54013
0.1718,0.281966,1.56844,0.596784,2.5401
0.1719,0.281966,1.56841,0.596754,2.54007
0.172,0.281967,1.56838,0.596724,2.54003
0.1721,0.281967,1.56835,0.596696,2.54
0.1722,0.281968,1.56832,0.596667,2.53997
0.1723,0.281969,1.56829,0.59664,2.53994
0.1724,0.281971,1.56826,0.596612,2.5399
0.1725,0.281972,1.56823,0.596586,2.53987
0.1726,0.281974,1.5682,0.59656,2.53984
0.1727,0.281975,1.56817,0.596534,2.5398
0.1728,0.281977,1.56814,0.596509,2.53977
0.1729,0.281979,1.56811,0.596485,2.53974
0.173,0.281981,1.56808,0.596461,2.5397
0.1731,0.281983,1.56805,0.596438,2.53967
0.1732,0.281986,1.56802,0.596415,2.53963
0.1733,0.281988,1.568,0.596393,2.5396
0.1734,0.281991,1.56797,0.596371,2.53956
0.1735,0.281994,1.56794,0.59635,2.53953
0.1736,0.281997,1.56791,0.596329,2.53949
0.1737,0.282,1.56788,0.596309,2.53946
0.1738,0.282003,1.56786,0.59629,2.53942
0.1739,0.282006,1.56783,0.596271,2.53939
0.174,0.28201,1.5678,0.596252,2.53935
0.1741,0.282013,1.56778,0.596235,2.53932
0.1742,0.282017,1.56775,0.596217,2.53928
0.1743,0.282021,1.56772,0.596201,2.53925
0.1744,0.282025,1.5677,0.596184,2.53921
0.1745,0.28203,1.56767,0.596169,2.53917
0.1746,0.282034,1.56765,0.596154,2.53914
0.1747,0.282038,1.56762,0.596139,2.5391
0.1748,0.282043,1.5676,0.596125,2.53907
0.1749,0.282048,1.56757,0.596112,2.53903
0.175,0.282053,1.56755,0.596099,2.53899
0.1751,0.282058,1.56752,0.596087,2.53896
0.1752,0.282063,1.5675,0.596075,2.53892
0.1753,0.282069,1.56747,0.596064,2.53888
0.1754,0.282074,1.56745,0.596054,2.53884
0.1755,0.28208,1.56743,0.596044,2.53881
0.1756,0.282085,1.5674,0.596034,2.53877
0.1757,0.282091,1.56738,0.596025,2.53873
0.1758,0.282097,1.56736,0.596017,2.53869
0.1759,0.282104,1.56733,0.596009,2.53866
0.176,0.28211,1.56731,0.596002,2.53862
0.1761,0.282117,1.56729,0.595995,2.53858
0.1762,0.282123,1.56727,0.595989,2.53854
0.1763,0.28213,1.56724,0.595983,2.5385
0.1764,0.282137,1.56722,0.595978,2.53846
0.1765,0.282144,1.5672,0.595974,2.53843
0.1766,0.282151,1.56718,0.59597,2.53839
0.1767,0.282158,1.56716,0.595967,2.53835
0.1768,0.282166,1.56714,0.595964,2.53831
0.1769,0.282173,1.56712,0.595962,2.53827
0.177,0.282181,1.5671,0.59596,2.53823
0.1771,0.282189,1.56708,0.595959,2.53819
0.1772,0.282197,1.56706,0.595958,2.53815
0.1773,0.282205,1.56704,0.595959,2.53811
0.1774,0.282213,1.56702,0.595959,2.53807
0.1775,0.282222,1.567,0.59596,2.53803
0.1776,0.28223,1.56698,0.595962,2.53799
0.1777,0.282239,1.56696,0.595964,2.53795
0.1778,0.282248,1.56694,0.595967,2.53791
0.1779,0.282257,1.56692,0.59597,2.53787
0.178,0.282266,1.5669,0.595974,2.53783
0.1781,0.282275,1.56689,0.595979,2.53779
0.1782,0.282285,1.56687,0.595984,2.53775
0.1783,0.282294,1.56685,0.595989,2.53771
0.1784,0.282304,1.56683,0.595996,2.53767
0.1785,0.282314,1.56682,0.596002,2.53763
0.1786,0.282324,1.5668,0.59601,2.53759
0.1787,0.282334,1.56678,0.596017,2.53755
0.1788,0.282344,1.56677,0.596026,2.53751
0.1789,0.282354,1.56675,0.596035,2.53747
0.179,0.282365,1.56674,0.596044,2.53743
0.1791,0.282375,1.56672,0.596054,2.53738
0.1792,0.282386,1.5667,0.596065,2.53734
0.1793,0.282397,1.56669,0.596076,2.5373
0.1794,0.282408,1.56667,0.596088,2.53726
0.1795,0.282419,1.56666,0.5961,2.53722
0.1796,0.28243,1.56664,0.596113,2.53718
0.1797,0.282442,1.56663,0.596127,2.53713
0.1798,0.282453,1.56662,0.596141,2.53709
0.1799,0.282465,1.5666,0.596155,2.53705
0.18,0.282477,1.56659,0.59617,2.53701
0.1801,0.282489,1.56658,0.596186,2.53697
0.1802,0.282501,1.56656,0.596202,2.53692
0.1803,0.282513,1.56655,0.596219,2.53688
0.1804,0.282526,1.56654,0.596236,2.53684
0.1805,0.282538,1.56652,0.596254,2.5368
0.1806,0.282551,1.56651,0.596272,2.53675
0.1807,0.282563,1.5665,0.596291,2.53671
0.1808,0.282576,1.56649,0.596311,2.53667
0.1809,0.282589,1.56648,0.596331,2.53662
0.181,0.282603,1.56647,0.596352,2.53658
0.1811,0.282616,1.56646,0.596373,2.53654
0.1812,0.282629,1.56644,0.596395,2.53649
0.1813,0.282643,1.56643,0.596417,2.53645
0.1814,0.282657,1.56642,0.59644,2.53641
0.1815,0.28267,1.56641,0.596463,2.53636
0.1816,0.282684,1.5664,0.596487,2.53632
0.1817,0.282698,1.56639,0.596512,2.53628
0.1818,0.282713,1.56638,0.596537,2.53623
0.1819,0.282727,1.56638,0.596563,2.53619
0.182,0.282742,1.56637,0.596589,2.53614
0.1821,0.282756,1.56636,0.596616,2.5361
0.1822,0.282771,1.56635,0.596643,2.53606
0.1823,0.282786,1.56634,0.596671,2.53601
0.1824,0.282801,1.56633,0.596699,2.53597
0.1825,0.282816,1.56633,0.596728,2.53592
0.1826,0.282831,1.56632,0.596758,2.53588
0.1827,0.282847,1.56631,0.596788,2.53583
0.1828,0.282862,1.5663,0.596819,2.53579
0.1829,0.282878,1.5663,0.59685,2.53574
0.183,0.282894,1.56629,0.596882,2.5357
0.1831,0.28291,1.56628,0.596914,2.53565
0.1832,0.282926,1.56628,0.596947,2.53561
0.1833,0.282942,1.56627,0.59698,2.53556
0.1834,0.282958,1.56627,0.597014,2.53552
0.1835,0.282975,1.56626,0.597048,2.53547
0.1836,0.282991,1.56626,0.597084,2.53543
0.1837,0.283008,1.56625,0.597119,2.53538
0.1838,0.283025,1.56625,0.597155,2.53534
0.1839,0.283042,1.56624,0.597192,2.53529
0.184,0.283059,1.56624,0.597229,2.53524
0.1841,0.283076,1.56623,0.597267,2.5352
0.1842,0.283094,1.56623,0.597305,2.53515
0.1843,0.283111,1.56623,0.597344,2.53511
0.1844,0.283129,1.56622,0.597383,2.53506
0.1845,0.283146,1.56622,0.597423,2.53501
0.1846,0.283164,1.56622,0.597464,2.53497
0.1847,0.283182,1.56621,0.597505,2.53492
0.1848,0.2832,1.56621,0.597547,2.53487
0.1849,0.283219,1.56621,0.597589,2.53483
0.185,0.283237,1.56621,0.597631,2.53478
0.1851,0.283256,1.5662,0.597675,2.53473
0.1852,0.283274,1.5662,0.597718,2.53469
0.1853,0.283293,1.5662,0.597763,2.53464
0.1854,0.283312,1.5662,0.597808,2.53459
0.1855,0.283331,1.5662,0.597853,2.53455
0.1856,0.28335,1.5662,0.597899,2.5345
0.1857,0.28337,1.5662,0.597945,2.53445
0.1858,0.283389,1.5662,0.597992,2.53441
0.1859,0.283409,1.5662,0.59804,2.53436
0.186,0.283428,1.5662,0.598088,2.53431
0.1861,0.283448,1.5662,0.598137,2.53426
0.1862,0.283468,1.5662,0.598186,2.53422
0.1863,0.283488,1.5662,0.598235,2.53417
0.1864,0.283508,1.5662,0.598286,2.53412
0.1865,0.283529,1.5662,0.598336,2.53407
0.1866,0.283549,1.56621,0.598388,2.53402
0.1867,0.28357,1.56621,0.59844,2.53398
0.1868,0.28359,1.56621,0.598492,2.53393
0.1869,0.283611,1.56621,0.598545,2.53388
0.187,0.283632,1.56621,0.598598,2.53383
0.1871,0.283653,1.56622,0.598652,2.53378
0.1872,0.283674,1.56622,0.598707,2.53373
0.1873,0.283696,1.56622,0.598762,2.53369
0.1874,0.283717,1.56623,0.598817,2.53364
0.1875,0.283739,1.56623,0.598873,2.53359
0.1876,0.28376,1.56623,0.59893,2.53354
0.1877,0.283782,1.56624,0.598987,2.53349
0.1878,0.283804,1.56624,0.599045,2.53344
0.1879,0.283826,1.56625,0.599103,2.53339
0.188,0.283849,1.56625,0.599162,2.53334
0.1881,0.283871,1.56626,0.599221,2.53329
0.1882,0.283893,1.56626,0.599281,2.53324
0.1883,0.283916,1.56627,0.599341,2.5332
0.1884,0.283939,1.56627,0.599402,2.53315
0.1885,0.283961,1.56628,0.599463,2.5331
0.1886,0.283984,1.56629,0.599525,2.53305
0.1887,0.284008,1.56629,0.599588,2.533
0.1888,0.284031,1.5663,0.599651,2.53295
0.1889,0.284054,1.56631,0.599714,2.5329
0.189,0.284078,1.56631,0.599778,2.53285
0.1891,0.284101,1.56632,0.599842,2.5328
0.1892,0.284125,1.56633,0.599907,2.53275
0.1893,0.284149,1.56633,0.599973,2.5327
0.1894,0.284173,1.56634,0.600039,2.53264
0.1895,0.284197,1.56635,0.600106,2.53259
0.1896,0.284221,1.56636,0.600173,2.53254
0.1897,0.284245,1.56637,0.60024,2.53249
0.1898,0.28427,1.56638,0.600308,2.53244
0.1899,0.284294,1.56638,0.600377,2.53239
0.19,0.284319,1.56639,0.600446,2.53234
0.1901,0.284344,1.5664,0.600516,2.53229
0.1902,0.284369,1.56641,0.600586,2.53224
0.1903,0.284394,1.56642,0.600656,2.53219
0.1904,0.284419,1.56643,0.600727,2.53214
0.1905,0.284444,1.56644,0.600799,2.53208
0.1906,0.28447,1.56645,0.600871,2.53203
0.1907,0.284495,1.56646,0.600944,2.53198
0.1908,0.284521,1.56647,0.601017,2.53193
0.1909,0.284547,1.56648,0.601091,2.53188
0.191,0.284573,1.5665,0.601165,2.53183
0.1911,0.284599,1.56651,0.60124,2.53177
0.1912,0.284625,1.56652,0.601315,2.53172
0.1913,0.284651,1.56653,0.601391,2.53167
0.1914,0.284678,1.56654,0.601467,2.53162
0.1915,0.284704,1.56655,0.601544,2.53156
0.1916,0.284731,1.56657,0.601621,2.53151
0.1917,0.284758,1.56658,0.601699,2.53146
0.1918,0.284785,1.56659,0.601777,2.53141
0.1919,0.284812,1.5666,0.601855,2.53135
0.192,0.284839,1.56662,0.601935,2.5313
0.1921,0.284866,1.56663,0.602014,2.53125
0.1922,0.284893,1.56664,0.602094,2.53119
0.1923,0.284921,1.56666,0.602175,2.53114
0.1924,0.284949,1.56667,0.602256,2.53109
0.1925,0.284976,1.56669,0.602338,2.53103
0.1926,0.285004,1.5667,0.60242,2.53098
0.1927,0.285032,1.56672,0.602503,2.53093
0.1928,0.28506,1.56673,0.602586,2.53087
0.1929,0.285088,1.56674,0.60267,2.53082
0.193,0.285117,1.56676,0.602754,2.53077
0.1931,0.285145,1.56677,0.602838,2.53071
0.1932,0.285174,1.56679,0.602923,2.53066
0.1933,0.285203,1.56681,0.603009,2.5306
0.1934,0.285231,1.56682,0.603095,2.53055
0.1935,0.28526,1.56684,0.603181,2.53049
0.1936,0.285289,1.56685,0.603268,2.53044
0.1937,0.285319,1.56687,0.603356,2.53039
0.1938,0.285348,1.56689,0.603444,2.53033
0.1939,0.285377,1.5669,0.603532,2.53028
0.194,0.285407,1.56692,0.603621,2.53022
0.1941,0.285437,1.56694,0.603711,2.53017
0.1942,0.285466,1.56696,0.6038,2.53011
0.1943,0.285496,1.56697,0.603891,2.53005
0.1944,0.285526,1.56699,0.603982,2.53
0.1945,0.285556,1.56701,0.604073,2.52994
0.1946,0.285587,1.56703,0.604165,2.52989
0.1947,0.285617,1.56704,0.604257,2.52983
0.1948,0.285648,1.56706,0.60435,2.52978
0.1949,0.285678,1.56708,0.604443,2.52972
0.195,0.285709,1.5671,0.604536,2.52966
0.1951,0.28574,1.56712,0.60463,2.52961
0.1952,0.285771,1.56714,0.604725,2.52955
0.1953,0.285802,1.56716,0.60482,2.52949
0.1954,0.285833,1.56718,0.604915,2.52944
0.1955,0.285864,1.5672,0.605011,2.52938
0.1956,0.285896,1.56722,0.605108,2.52932
0.1957,0.285927,1.56724,0.605205,2.52927
0.1958,0.285959,1.56726,0.605302,2.52921
0.1959,0.285991,1.56728,0.6054,2.52915
0.196,0.286023,1.5673,0.605498,2.5291
0.1961,0.286055,1.56732,0.605597,2.52904
0.1962,0.286087,1.56734,0.605696,2.52898
0.1963,0.286119,1.56736,0.605795,2.52892
0.1964,0.286152,1.56738,0.605896,2.52886
0.1965,0.286184,1.5674,0.605996,2.52881
0.1966,0.286217,1.56742,0.606097,2.52875
0.1967,0.286249,1.56744,0.606198,2.52869
0.1968,0.286282,1.56747,0.6063,2.52863
0.1969,0.286315,1.56749,0.606402,2.52857
0.197,0.286348,1.56751,0.606505,2.52851
0.1971,0.286381,1.56753,0.606608,2.52846
0.1972,0.286415,1.56755,0.606712,2.5284
0.1973,0.286448,1.56758,0.606816,2.52834
0.1974,0.286482,1.5676,0.606921,2.52828
0.1975,0.286515,1.56762,0.607026,2.52822
0.1976,0.286549,1.56765,0.607131,2.52816
0.1977,0.286583,1.56767,0.607237,2.5281
0.1978,0.286617,1.56769,0.607343,2.52804
0.1979,0.286651,1.56772,0.60745,2.52798
0.198,0.286685,1.56774,0.607557,2.52792
0.1981,0.28672,1.56776,0.607664,2.52786
0.1982,0.286754,1.56779,0.607772,2.5278
0.1983,0.286789,1.56781,0.607881,2.52774
0.1984,0.286823,1.56783,0.607989,2.52768
0.1985,0.286858,1.56786,0.608099,2.52762
0.1986,0.286893,1.56788,0.608208,2.52756
0.1987,0.286928,1.56791,0.608319,2.5275
0.1988,0.286963,1.56793,0.608429,2.52744
0.1989,0.286998,1.56796,0.60854,2.52738
0.199,0.287034,1.56798,0.608651,2.52731
0.1991,0.287069,1.56801,0.608763,2.52725
0.1992,0.287105,1.56803,0.608875,2.52719
0.1993,0.287141,1.56806,0.608988,2.52713
0.1994,0.287176,1.56808,0.609101,2.52707
0.1995,0.287212,1.56811,0.609215,2.52701
0.1996,0.287248,1.56814,0.609328,2.52694
0.1997,0.287285,1.56816,0.609443,2.52688
0.1998,0.287321,1.56819,0.609557,2.52682
0.1999,0.287357,1.56821,0.609673,2.52676
0.2,0.287394,1.56824,0.609788,2.52669
0.2001,0.28743,1.56827,0.609904,2.52663
0.2002,0.287467,1.56829,0.61002,2.52657
0.2003,0.287504,1.56832,0.610137,2.5265
0.2004,0.287541,1.56835,0.610254,2.52644
0.2005,0.287578,1.56837,0.610372,2.52638
0.2006,0.287615,1.5684,0.61049,2.52631
0.2007,0.287652,1.56843,0.610608,2.52625
0.2008,0.28769,1.56846,0.610727,2.52618
0.2009,0.287727,1.56848,0.610846,2.52612
0.201,0.287765,1.56851,0.610965,2.52606
0.2011,0.287802,1.56854,0.611085,2.52599
0.2012,0.28784,1.56857,0.611206,2.52593
0.2013,0.287878,1.56859,0.611326,2.52586
0.2014,0.287916,1.56862,0.611447,2.5258
0.2015,0.287954,1.56865,0.611569,2.52573
0.2016,0.287993,1.56868,0.611691,2.52567
0.2017,0.288031,1.56871,0.611813,2.5256
0.2018,0.28807,1.56873,0.611936,2.52553
0.2019,0.288108,1.56876,0.612059,2.52547
0.202,0.288147,1.56879,0.612182,2.5254
0.2021,0.288186,1.56882,0.612306,2.52534
0.2022,0.288225,1.56885,0.61243,2.52527
0.2023,0.288264,1.56888,0.612554,2.5252
0.2024,0.288303,1.56891,0.612679,2.52514
0.2025,0.288342,1.56894,0.612805,2.52507
0.2026,0.288381,1.56897,0.61293,2.525
0.2027,0.288421,1.569,0.613056,2.52494
0.2028,0.28846,1.56903,0.613183,2.52487
0.2029,0.2885,1.56905,0.61331,2.5248
0.203,0.28854,1.56908,0.613437,2.52473
0.2031,0.28858,1.56911,0.613564,2.52466
0.2032,0.28862,1.56914,0.613692,2.5246
0.2033,0.28866,1.56917,0.61382,2.52453
0.2034,0.2887,1.5692,0.613949,2.52446
0.2035,0.28874,1.56923,0.614078,2.52439
0.2036,0.288781,1.56926,0.614207,2.52432
0.2037,0.288821,1.5693,0.614337,2.52425
0.2038,0.288862,1.56933,0.614467,2.52418
0.2039,0.288903,1.56936,0.614597,2.52411
0.204,0.288944,1.56939,0.614728,2.52404
0.2041,0.288985,1.56942,0.614859,2.52398
0.2042,0.289026,1.56945,0.614991,2.52391
0.2043,0.289067,1.56948,0.615122,2.52384
0.2044,0.289108,1.56951,0.615254,2.52376
0.2045,0.28915,1.56954,0.615387,2.52369
0.2046,0.289191,1.56957,0.61552,2.52362
0.2047,0.289233,1.5696,0.615653,2.52355
0.2048,0.289275,1.56963,0.615786,2.52348
0.2049,0.289316,1.56967,0.61592,2.52341
0.205,0.289358,1.5697,0.616055,2.52334
0.2051,0.2894,1.56973,0.616189,2.52327
0.2052,0.289442,1.56976,0.616324,2.5232
0.2053,0.289485,1.56979,0.616459,2.52312
0.2054,0.289527,1.56982,0.616595,2.52305
0.2055,0.289569,1.56985,0.616731,2.52298
0.2056,0.289612,1.56989,0.616867,2.52291
0.2057,0.289655,1.56992,0.617003,2.52283
0.2058,0.289697,1.56995,0.61714,2.52276
0.2059,0.28974,1.56998,0.617277,2.52269
0.206,0.289783,1.57001,0.617415,2.52261
0.2061,0.289826,1.57005,0.617553,2.52254
0.2062,0.28987,1.57008,0.617691,2.52247
0.2063,0.289913,1.57011,0.617829,2.52239
0.2064,0.289956,1.57014,0.617968,2.52232
0.2065,0.29,1.57018,0.618107,2.52224
0.2066,0.290043,1.57021,0.618247,2.52217
0.2067,0.290087,1.57024,0.618386,2.52209
0.2068,0.290131,1.57027,0.618526,2.52202
0.2069,0.290175,1.57031,0.618667,2.52194
0.207,0.290219,1.57034,0.618807,2.52187
0.2071,0.290263,1.57037,0.618948,2.52179
0.2072,0.290307,1.5704,0.61909,2.52172
0.2073,0.290351,1.57044,0.619231,2.52164
0.2074,0.290396,1.57047,0.619373,2.52156
0.2075,0.29044,1.5705,0.619515,2.52149
0.2076,0.290485,1.57053,0.619658,2.52141
0.2077,0.29053,1.57057,0.619801,2.52133
0.2078,0.290574,1.5706,0.619944,2.52126
0.2079,0.290619,1.57063,0.620087,2.52118
0.208,0.290664,1.57067,0.620231,2.5211
0.2081,0.290709,1.5707,0.620375,2.52102
0.2082,0.290755,1.57073,0.620519,2.52095
0.2083,0.2908,1.57077,0.620664,2.52087
0.2084,0.290845,1.5708,0.620809,2.52079
0.2085,0.290891,1.57083,0.620954,2.52071
0.2086,0.290936,1.57087,0.621099,2.52063
0.2087,0.290982,1.5709,0.621245,2.52055
0.2088,0.291028,1.57093,0.621391,2.52047
0.2089,0.291074,1.57097,0.621537,2.52039
0.209,0.29112,1.571,0.621684,2.52031
0.2091,0.291166,1.57103,0.621831,2.52023
0.2092,0.291212,1.57107,0.621978,2.52015
0.2093,0.291258,1.5711,0.622125,2.52007
0.2094,0.291305,1.57113,0.622273,2.51999
0.2095,0.291351,1.57117,0.622421,2.51991
0.2096,0.291398,1.5712,0.622569,2.51983
0.2097,0.291445,1.57123,0.622717,2.51975
0.2098,0.291491,1.57127,0.622866,2.51967
0.2099,0.291538,1.5713,0.623015,2.51959
0.21,0.291585,1.57133,0.623164,2.5195
0.2101,0.291632,1.57137,0.623314,2.51942
0.2102,0.291679,1.5714,0.623464,2.51934
0.2103,0.291727,1.57144,0.623614,2.51926
0.2104,0.291774,1.57147,0.623764,2.51917
0.2105,0.291822,1.5715,0.623915,2.51909
0.2106,0.291869,1.57154,0.624065,2.51901
0.2107,0.291917,1.57157,0.624217,2.51892
0.2108,0.291965,1.5716,0.624368,2.51884
0.2109,0.292012,1.57164,0.62452,2.51876
0.211,0.29206,1.57167,0.624671,2.51867
0.2111,0.292108,1.57171,0.624823,2.51859
0.2112,0.292156,1.57174,0.624976,2.5185
0.2113,0.292205,1.57177,0.625128,2.51842
0.2114,0.292253,1.57181,0.625281,2.51833
0.2115,0.292301,1.57184,0.625434,2.51825
0.2116,0.29235,1.57187,0.625588,2.51816
0.2117,0.292398,1.57191,0.625741,2.51807
0.2118,0.292447,1.57194,0.625895,2.51799
0.2119,0.292496,1.57198,0.626049,2.5179
0.212,0.292545,1.57201,0.626203,2.51782
0.2121,0.292594,1.57204,0.626358,2.51773
0.2122,0.292643,1.57208,0.626512,2.51764
0.2123,0.292692,1.57211,0.626667,2.51755
0.2124,0.292741,1.57214,0.626822,2.51747
0.2125,0.29279,1.57218,0.626978,2.51738
0.2126,0.29284,1.57221,0.627133,2.51729
0.2127,0.292889,1.57225,0.627289,2.5172
0.2128,0.292939,1.57228,0.627445,2.51711
0.2129,0.292989,1.57231,0.627602,2.51702
0.213,0.293038,1.57235,0.627758,2.51693
0.2131,0.293088,1.57238,0.627915,2.51684
0.2132,0.293138,1.57241,0.628072,2.51675
0.2133,0.293188,1.57245,0.628229,2.51666
0.2134,0.293238,1.57248,0.628386,2.51657
0.2135,0.293289,1.57251,0.628544,2.51648
0.2136,0.293339,1.57255,0.628701,2.51639
0.2137,0.293389,1.57258,0.628859,2.5163
0.2138,0.29344,1.57261,0.629018,2.51621
0.2139,0.29349,1.57265,0.629176,2.51612
0.214,0.293541,1.57268,0.629334,2.51603
0.2141,0.293592,1.57271,0.629493,2.51594
0.2142,0.293643,1.57275,0.629652,2.51584
0.2143,0.293694,1.57278,0.629811,2.51575
0.2144,0.293745,1.57281,0.629971,2.51566
0.2145,0.293796,1.57285,0.63013,2.51557
0.2146,0.293847,1.57288,0.63029,2.51547
0.2147,0.293898,1.57291,0.63045,2.51538
0.2148,0.29395,1.57295,0.63061,2.51528
0.2149,0.294001,1.57298,0.63077,2.51519
0.215,0.294052,1.57301,0.630931,2.5151
0.2151,0.294104,1.57305,0.631092,2.515
0.2152,0.294156,1.57308,0.631252,2.51491
